BAscore,abv,beer_id,beer_img,beer_name,beer_style,brewery,desc,num_reviews,ranking
4.12,7.50,102,https://cdn.beeradvocate.com/im/beers/60826.jpg,Half Acre / Short's / Piece - Freedom Of '78,American IPA,Half Acre Beer Company,"Brewed in collaboration with Short's Brewing, featuring Jonathan Cutler of Piece. This beer was made in honor of the band Ween. We loaded up a Citra Hop forward IPA with some wheat and 1000 lbs of Guava Fruit from Ecuador.You should check out Ween.",75,4684
3.97,6.20,103,https://cdn.beeradvocate.com/im/beers/155721.jpg,Reviver Red IPA,American IPA,Starr Hill Brewery,None provided.,42,11247
4.14,7.50,104,https://cdn.beeradvocate.com/im/beers/246740.jpg,Basement IPA,American IPA,Scofflaw Brewing Company,None provided.,47,4081
3.45,6.00,105,https://cdn.beeradvocate.com/im/beers/24093.jpg,Bison Organic IPA,American IPA,Bison Brewing,None provided.,143,42765
3.81,7.60,106,https://cdn.beeradvocate.com/im/beers/74776.jpg,Vendetta IPA,American IPA,Speakeasy Ales & Lagers,"Vendetta IPA is the taste of sweet revenge. Aggressively bitter with a cutthroat convergence of Citra and Amarillo hops, this Vendetta won't soon be forgotten.",41,23000
3.17,6.00,107,https://cdn.beeradvocate.com/im/beers/84374.jpg,Evil Eye PA,American IPA,Evil Genius Beer Company,None provided.,37,45998
3.86,6.90,108,https://cdn.beeradvocate.com/im/beers/69899.jpg,Citra Single Hop IPA,American IPA,Mikkeller ApS,None provided.,85,18875
3.71,6.80,109,https://cdn.beeradvocate.com/im/beers/334067.jpg,Sidecar Orange IPA,American IPA,Sierra Nevada Brewing Co.,"We pushed the complex and citrus-heavy flavors of hops to a new level with this orange-infused IPA. Combining bright and bold hops with real orange in the fermenter creates layers of citrus-crazy flavors, yet it maintains a balance and a crisp hop bite that make it the perfect aromatic IPA.",75,30964
3.82,6.40,110,https://cdn.beeradvocate.com/im/beers/70405.jpg,Boundary Bay Inside Passage Ale (IPA),American IPA,Boundary Bay Brewery & Bistro,None provided.,84,22190
3.85,7.40,111,https://cdn.beeradvocate.com/im/beers/101082.jpg,Reboot White IPA,American IPA,Boulevard Brewing Co.,None provided.,36,19657
4.21,6.70,112,https://cdn.beeradvocate.com/im/beers/289744.jpg,Critical Band,American IPA,Modern Times Beer,"This deeply juicy stunner in the mold of City of the Sun and Booming Rollers will be replacing Aurora in the seasonal line-up next year. While our beloved red rye IPA will undoubtedly be missed, we think you’ll agree with our decision once you get a face-full of this outrageously tasty IPA. Brewed with Denali, Ekuanot, Citra, and Centennial hops, Critical Band is a blast wave of pineapple, papaya, and pink grapefruit over a crisp, restrained malt bill, before wrapping up in a soft, round finish that leaves you with warm feelings and an intense desire for another sip.",51,2530
3.71,6.10,113,https://cdn.beeradvocate.com/im/beers/64189.jpg,Flagstaff IPA,American IPA,Lumberyard Brewing Company,This is a heavier bodied ale with a higher bitterness. The blend of several varieties of American Hops make this copper colored ale especially pleasing for pale ale lovers. Prominent hop aroma with citrus and floral notes. Hop emphasized with a firm bitterness accented by a subtle malt sweetness.,44,30963
3.7,6.75,114,https://cdn.beeradvocate.com/im/beers/115622.jpg,Up Top IPA,American IPA,JDub's Brewing Company,None provided.,34,31653
3.71,7.50,115,https://cdn.beeradvocate.com/im/beers/83407.jpg,Freckle Belly IPA,American IPA,Back Forty Beer Co.,None provided.,27,30965
3.51,6.50,116,https://cdn.beeradvocate.com/im/beers/61273.jpg,11th Hour IPA,American IPA,Crow Peak Brewing,"Hop aroma and flavor dominate this IPA. However, the malt character of this deep amber colored ale nicely balances the hop component thus avoiding a harsh bitterness. Pure hoppiness!",89,41333
3.62,6.30,117,https://cdn.beeradvocate.com/im/beers/169481.jpg,Breck IPA,American IPA,Breckenridge Brewery,"Finding the right balance of aroma, hoppiness, and fullness of flavor is a mountain worth climbing. That’s what we’ve done with Breck IPA. Scrutiny of ingredients and experimentation with process resulted in this yin and yang – distinctively pleasant floral aroma with crisp hop flavor that’s mellowed by Full Pint malt, a relatively new and unique malt variety. Drink up. Breck IPA is available all year long!",41,36747
3.49,6.20,118,https://cdn.beeradvocate.com/im/beers/39798.jpg,Old Wylie's IPA,American IPA,Rivertowne Brewing,"Andrew Maxwell put over 1.5 decades of recipe development into this India Pale Ale, creating the fourth dimension of flavor. Combining four varities of hops produces a unique beer that has an aggressive hop flavor, bite and aroma without denying the presence of malt which I.P.A.s often lack.",59,41847
3.93,6.80,119,https://cdn.beeradvocate.com/im/beers/55288.jpg,Amarillo Single Hop IPA,American IPA,Mikkeller ApS,Brewed at De Proefbrouwerij.,123,13647
3.94,6.50,120,https://cdn.beeradvocate.com/im/beers/241744.jpg,Luau Krunkles,American IPA,Terrapin Beer Company,None provided.,49,12996
3.85,6.90,121,https://cdn.beeradvocate.com/im/beers/58493.jpg,10,American IPA,Mikkeller ApS,Brewed at De Proefbrouwerij.,118,19627
3.82,4.30,122,https://cdn.beeradvocate.com/im/beers/112687.jpg,Muskoka Detour,American IPA,Muskoka Brewery,None provided.,46,22175
3.94,6.80,123,https://cdn.beeradvocate.com/im/beers/73551.jpg,19,American IPA,Mikkeller ApS,"A blend of those single hop IPAs:Simcoe 17,14%, Citra 15,72%, Amarillo 14,29%, Sorachi Ace 10,71%, Bravo 6,79%, Columbus 6,79%, Cluster 4,64%, Warrior 4,64%, Cascade 3,57%, Centennial 3,57%, Palisade 2,86%, Challenger 1,43%, Galena 1,43%, Magnum 1,43%, Mt Hood 1,43%, Tettnanger 1,43%, Nugget 0,71%, Super Galena 0,71%, Williamette 0,71%.",61,13006
3.5,5.25,124,https://cdn.beeradvocate.com/im/beers/5223.jpg,Gale Force IPA India Pale Ale,American IPA,Scuttlebutt Brewing Company - Restaurant and Pub,None provided.,102,41607
3.85,5.90,125,https://cdn.beeradvocate.com/im/beers/142395.jpg,Sliced Nectarine IPA,American IPA,Moody Tongue Brewing Company,The inspiration for this beer came in the form of a summer farmers market and the abundance of fresh fruits and produce. The resulting IPA showcases a bright tropical aroma of stone fruits that balances the grapefruit acidity of the Chinook hops. The beer’s crisp profile refreshes and delights taste-buds and craves pairings such as slow-roasted pork shoulder or a slice of warm peach pie.,40,19626
3.79,6.60,126,https://cdn.beeradvocate.com/im/beers/199574.jpg,Rogue 6 Hop IPA,American IPA,Rogue Ales,Formerly Rogue Farms 6 Hop IPA,56,24645
3.76,4.90,127,https://cdn.beeradvocate.com/im/beers/225350.jpg,Pinner - Passion Fruit,American IPA,Oskar Blues Grill & Brew,"Passion Fruit Pinner takes the flavors of passion fruit & citrus juice of the original Pinner Throwback IPA and turns them up to 11. The clean malts, with hints of toasted biscuit pair with zesty hops to spice up the taste and aromas from pureed Passion Fruit and a small spike of pureed Blood Orange.",54,27223
3.57,6.30,128,https://cdn.beeradvocate.com/im/beers/78441.jpg,Vertex IPA,American IPA,DESTIHL Brewery,"This West Coast/Rocky Mountain-style India Pale Ale is back-hopped for a more intense hop bitterness, flavor and aroma without the balance of caramel malts like our Midwest-style Baldock IPA. It has medium-high alcohol content, high fruity, floral and citrus-like American-varietal hop character, deep golden color and medium maltiness.",43,39295
3.81,6.50,129,https://cdn.beeradvocate.com/im/beers/69683.jpg,Hop Abomination,American IPA,Dry Dock Brewing Co.,,55,22982
3.69,6.50,130,https://cdn.beeradvocate.com/im/beers/127792.jpg,Ginga' Ninja,American IPA,Black Hog Brewing Co.,"once upon a time there was a young brew master who fell in love with a ginger haired maiden. he loved her fiery locks, quick wit and samurai sharp personality. he proposed marriage and crafted a beer for her, an original red ale brewed with refreshing fresh ginger and a touch of hoppiness that typified her personality. when she took her first sip at their wedding she knew she had made the right choice. try tyler’s ginga ninja red ipa brewed with 6 lbs of fresh ginger in every batch and hopped with centennial, cascade & bravo hops. if not at your wedding then on a hot afternoon as you wait on your pig to finish roasting, or while chompin on a crisp apple and a creamy wheel of camembert.",35,32391
4.24,7.00,131,https://cdn.beeradvocate.com/im/beers/261703.jpg,#NOFILTER,American IPA,Thomas Hooker Brewing Company,Juicy New England style IPA dry-hopped with a massive amount of Citra and Mosaic hops.,61,1986
3.93,6.50,132,https://cdn.beeradvocate.com/im/beers/201237.jpg,Lieutenant Dank,American IPA,Wicked Weed Brewing,None provided.,62,13626
4.22,7.00,133,https://cdn.beeradvocate.com/im/beers/210049.jpg,Aurora Hoppyalis IPA,American IPA,Karl Strauss Brewing Company,"Aurora Hoppyalis is our San Diego-style IPA brewed with Simcoe, Mosaic, Amarillo, and Citra hops. Robust flavors and aromas of tropical fruit, pine, and tangerine linger through a dry, crisp finish.",60,2316
3.75,6.90,134,https://cdn.beeradvocate.com/im/beers/47919.jpg,Warrior Single Hop IPA,American IPA,Mikkeller ApS,"Brewed at De Proef Brouwerij, Lochristi-Hijfte, Belgium.Ingredients: Water, malts (pilsner, cara-crystal and munich), hops (warrior) and yeast.",155,27950
3.4,6.80,135,https://cdn.beeradvocate.com/im/beers/112209.jpg,Spring Hornin' Spring IPA,American IPA,Anderson Valley Brewing Company,"With floral, spicy aromas reminiscent of lilacs, white pepper and Bartlett pears, our new Spring Hornin’ IPA embodies the season with a clean malt profile and herbal hop flavors lasting into a dry, refreshing finish.",41,43765
3.63,6.00,136,https://cdn.beeradvocate.com/im/beers/2991.jpg,Hale's Mongoose IPA,American IPA,Hale's Ales Brewery & Pub,None provided.,132,36228
3.55,6.00,137,https://cdn.beeradvocate.com/im/beers/20335.jpg,Opa Opa IPA,American IPA,Opa Opa Brewing Company,None provided.,130,40069
3.76,6.80,138,https://cdn.beeradvocate.com/im/beers/552.jpg,Back Bay IPA,American IPA,Boston Beer Works - Canal Street,None provided.,74,27225
3.76,5.50,139,https://cdn.beeradvocate.com/im/beers/277933.jpg,TripleTail Tropical India Pale Ale,American IPA,SweetWater Brewing Company,"A tropical approach to the IPA style – TripleTail weaves juicy bodacious hops with notes of papaya, pineapple, and passionfruit into this lush hop-forward IPA, creating a mouthwatering vacation for your senses. At 5.5% ABV, you can lean back assured it will refresh from sun up to sun down.",60,27224
3.7,6.00,140,,Wild Ride IPA,American IPA,Sand Creek Brewing Company,None provided.,132,31673
4.03,7.10,141,https://cdn.beeradvocate.com/im/beers/251067.jpg,Deftones Phantom Bride IPA,American IPA,Belching Beaver Brewery,"Named after the ethereal song by the one and only Deftones, Phantom Bride IPA is a blend of Amarillo, Citra, Simcoe, and Mosaic hops delicately balanced for the perfectly drinkable mix of citrus and hoppy goodness. A truly original Deftones/Belching Beaver Collaboration envisioned by Chino Moreno and skillfully crafted by Thomas Peters. Sit back, put on your headphones and drink away.",69,8090
3.69,4.30,142,https://cdn.beeradvocate.com/im/beers/164080.jpg,Take 5 Session IPA,American IPA,Harpoon Brewery & Beer Hall,"Harpoon Take 5 was first brewed on the Brewery’s 10-barrel system in early 2014. With each pilot batch the recipe was tweaked until the desired balance between hop aroma and malt character was achieved. This final version begins with a vibrant citrus and pine hop aroma from Simcoe and Amarillo hops and follows through with a sturdy malt profile from the combination of Pale, Vienna, Carapils, and English Amber malts. Hop forward but not too bitter, low ABV but with a significant malt body – a truly sessionable beer.",50,32394
3.92,7.50,143,https://cdn.beeradvocate.com/im/beers/14507.jpg,India Pale Ale,American IPA,Nøgne Ø - Det Kompromissløse Bryggeri A/S,"17.5º P, 60 IBU.Ingredients: Maris Otter, Munich, wheat and caramel malt; Chinook and Cascade hops; English ale yeast, and our local Grimstad water.",121,14333
3.71,6.70,144,https://cdn.beeradvocate.com/im/beers/74802.jpg,Woodchipper IPA,American IPA,Fargo Brewing Company,None provided.,51,31001
3.78,7.10,145,https://cdn.beeradvocate.com/im/beers/225407.jpg,Extrovert,American IPA,Left Hand Brewing Company,None provided.,68,25466
3.67,6.20,146,https://cdn.beeradvocate.com/im/beers/260356.jpg,Crimson Pistil,American IPA,Tröegs Brewing Company,"It’s summertime. Hop bines are growing up to 6 inches a day. Hibiscus is in full bloom. And in Crimson Pistil, the two get in a glorious tangle of berry-like tanginess, sunset technicolor and sticky tropical notes.",58,33751
4.24,7.00,147,https://cdn.beeradvocate.com/im/beers/263334.jpg,Skadoosh,American IPA,The Alchemist,,37,1980
3.95,7.00,148,https://cdn.beeradvocate.com/im/beers/90131.jpg,Panic IPA,American IPA,Track 7 Brewing Co.,"Track 7 Brewing Co. was admittedly an odd West Coast brewery for one very conspicuous omission in its beer line-up when its doors first opened – there was no IPA to be found. After several months of hearing requests (and even pleas) to add an IPA to our line-up, we released the Panic IPA in August 2012.Panic IPA is heavily hopped with modern American hop royalty, featuring: Amarillo, Centennial, Crystal and Simcoe flavor and aroma hop additions. The result is an IPA that includes subtle citrus characteristics and not-so-subtle stone fruit notes as well. After several special releases, we have fully committed to Panic IPA as one of our regular releases. If you haven’t had a chance to enjoy a pint or two of this amazing beer, head down to Track 7 and give it a try. Panic optional.",42,12380
3.49,5.20,149,https://cdn.beeradvocate.com/im/beers/8950.jpg,Firewater India Pale Ale,American IPA,Catawba Brewing Co.,None provided.,77,41858
4.18,7.00,150,https://cdn.beeradvocate.com/im/beers/246131.jpg,Two Claw,American IPA,Westbrook Brewing Co.,None provided.,56,3065
3.74,5.00,151,https://cdn.beeradvocate.com/im/beers/179231.jpg,Grapefruit IPA,American IPA,The Schlafly Tap Room,"Fresh grapefruit purée and American Citra hops create a brisk, approachable IPA with layers of refreshingly tart aromas.",49,28698
